tech_survey_start_date,tech_survey_end_date,id_respondent,tech_consent,ses_citizenship,tech_yob_quota,tech_age_screening,ses_gender,ses_province,ses_education,op_democracy_satisfaction,op_most_important_issue_text,op_most_important_local_issue_text,op_important_issue_party_other_text,op_important_local_issue_party_other_text,behav_vote_choice_other_text,behav_vote_choice_pr_other_text,behav_vote_unlikely_other_text,behav_vote_unlikely_pr_other_text,behav_vote_advance_other_text,behav_vote_lean_other_text,behav_vote_lean_pr_other_text,behav_second_choice_other_text,behav_second_choice_pr_other_text,behav_not_vote_for_other_text,op_political_interest,op_election_interest,op_important_issue_best_party,op_important_local_issue_best_party,behav_vote_choice,behav_vote_choice_pr,behav_vote_unlikely_choice,behav_vote_unlikely_pr_choice,behav_advance_vote_choice,behav_vote_lean,behav_vote_lean_pr,behav_second_choice_party,behav_second_choice_party_pr,behav_vote_likelihood,behav_vote_likelihood_pr,op_federal_government_satisfaction,op_most_important_issue_overflow1,op_most_important_issue_overflow2,op_most_important_issue_overflow3,op_most_important_issue_overflow4,op_most_important_issue_overflow5,op_party_best_issue_other_text,op_most_important_local_issue_overflow1,op_most_important_local_issue_overflow2,op_most_important_local_issue_overflow3,op_party_best_local_issue_other_text,behav_not_vote_liberal,behav_not_vote_conservative,behav_not_vote_ndp,behav_not_vote_bloc,behav_not_vote_green,behav_not_vote_peoples,behav_not_vote_other_party,behav_could_vote_any_party,behav_not_vote_dont_know,op_party_rating_liberal,op_party_rating_conservative,op_party_rating_ndp,op_party_rating_bloc,op_party_rating_green,op_party_rating_peoples,op_leader_rating_trudeau,op_leader_rating_scheer,op_leader_rating_singh,op_leader_rating_blanchet,op_leader_rating_may,op_leader_rating_bernier,op_candidate_rating_liberal,op_candidate_rating_conservative,op_candidate_rating_ndp,op_candidate_rating_bloc,op_candidate_rating_green,op_candidate_rating_peoples,op_ideology_self_placement,op_ideology_liberal,op_ideology_conservative,op_ideology_ndp,op_ideology_bloc,op_ideology_green,op_ideology_peoples,op_ideology_self_placement_post,op_leader_intelligent_trudeau,op_leader_intelligent_scheer,op_leader_intelligent_singh,op_leader_intelligent_blanchet,op_leader_intelligent_may
13789180800.0,13789180800.0,R_22G1q1P5WATO3Xu,1.0,canadian_citizen,41.0,,female,province_ontario,bachelor_degree,0.667,,,,,Independent,,,,,,,,,,0.1,0.2,,,other,,,,,,,liberal_party_canada,,0.75,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,0.51,,1.0,,,,,,0.5,,,,,,,,,,,,,0.8,0,0,0,0,1
13789180800.0,13789180800.0,R_XvtittSIs6EbYRP,1.0,canadian_citizen,82.0,2.0,male,province_manitoba,some_secondary,0.667,Justin Trudeau,Climate change,,,,,,,,,,,,,0.6,0.6,conservative_party_canada,conservative_party_canada,,,conservative_party_canada,,,,,,,0.5,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.35,0.7,0.55,0.25,0.25,0.25,0.35,0.49,0.35,0.35,0.35,0.35,,0.63,,,,,,0.4,0.6,0.4,0.3,0.4,0.4,0.7,0,0,0,0,0
13789180800.0,13789180800.0,R_1CJkbiHFZtYtxOY,1.0,canadian_citizen,1.0,,male,province_quebec,master_degree,0.667,Ensuring that the Trudeau Liberals do NOT get re-elected and doom Canada as we know it,,,,The party that will most likely unseat the Liberal Incumbent,,,,,,,,,,1.0,1.0,conservative_party_canada,,other,,,,,,,conservative_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.0,0.67,0.25,0.11,0.25,0.52,0.0,0.51,0.21,0.16,0.31,0.31,0.0,0.13,0.09,0.09,0.1,0.12,1.0,0.1,0.8,0.0,0.6,0.4,0.9,,0,0,0,0,0
13789180800.0,13789180800.0,R_307uZOM2OrFBtLQ,1.0,canadian_citizen,82.0,2.0,male,province_ontario,completed_secondary,0.333,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,0.75,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,,0,0,0,0,0
13789180800.0,13789180800.0,R_2Ubcy8kjRqd3fP6,1.0,canadian_citizen,78.0,,female,province_british_columbia,,,Affordability,,,,,,,,,,,,,,,,new_democratic_party,,new_democratic_party,,,,,,,,,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,0,0,1,0,0
13789180800.0,13789180800.0,R_xGzn0NN1uvRpydb,1.0,canadian_citizen,31.0,,female,province_alberta,completed_secondary,0.333,Debt,,,,,,,,,,,,,,0.5,0.6,conservative_party_canada,,conservative_party_canada,,,,,,,,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.06,0.8,0.05,0.0,0.08,0.11,0.07,0.82,0.04,0.01,0.05,0.02,,1.0,,,,,0.9,,,,,,,,0,1,0,0,0
13789180800.0,13789180800.0,R_pFxPdrR9xm1wsVj,1.0,canadian_citizen,79.0,,male,province_manitoba,completed_secondary,0.333,Medical care,Medical care,,,,,,,,,,,,,,0.5,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,peoples_party_canada,,0.75,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0.72,,0.39,0.36,,0.36,0.59,0.54,0.31,0.3,0.33,,0.74,,,0.32,0.67,,0.4,0.8,,0.3,0.4,0.6,0.6,0,1,1,0,0
13789180800.0,13789180800.0,R_1LYVZ0er8R8KdHZ,1.0,permanent_resident,63.0,,male,province_quebec,bachelor_degree,0.667,ECONOMY,tax,,,,,,,,,,,,,0.5,0.5,8.0,8.0,,,,,,,,,,,1.0,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0.82,0.7,0.51,0.67,,0.51,0.88,0.75,0.54,0.64,0.54,0.52,0.77,0.74,0.56,0.63,0.56,0.6,,0.7,0.7,0.5,0.7,0.6,0.5,0.5,0,0,0,0,0
13789180800.0,13789180800.0,R_24Ibc5wWagaW1K1,1.0,canadian_citizen,37.0,,female,province_alberta,bachelor_degree,0.667,Healthcare,,,,,,,,,,,,,,0.6,0.7,new_democratic_party,,,,,,,,,,,0.75,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.7,,0.7,,0.6,,0.72,,0.72,,0.63,,0.7,0.2,0.77,,,,,,,,,,,,1,1,1,0,1
13789180800.0,13789180800.0,R_ddoZjYM6YilIrWV,1.0,canadian_citizen,28.0,,male,province_ontario,some_technical_college,0.667,seniors,increase in pay,,,,,,,,,,,,,0.9,0.9,liberal_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.99,0.26,,0.1,0.12,0.11,0.96,0.21,0.3,0.04,0.61,0.05,0.92,0.09,0.16,,0.08,0.09,,0.8,0.3,0.3,0.2,0.6,0.2,0.9,1,0,0,0,0
13789180800.0,13789180800.0,R_OBd6chpnQjuaFgJ,1.0,canadian_citizen,43.0,,female,province_alberta,some_university,0.667,Pipelines,,,,,,,,,,,,,,,,conservative_party_canada,,conservative_party_canada,,,,,,,,,0.75,,0.0,,,,,,,,,,,1,0,1,0,1,1,0,0,0,0.22,0.72,0.02,0.11,0.27,0.12,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
13789180800.0,13789180800.0,R_3KvzbKEsoRL385Z,1.0,canadian_citizen,38.0,,male,province_quebec,completed_technical_college,0.667,la santé,la santé,,,,,,,,,,,,,0.7,0.7,peoples_party_canada,peoples_party_canada,peoples_party_canada,,,,,,,liberal_party_canada,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0.55,0.09,0.21,0.6,0.05,0.79,0.52,0.08,0.18,0.62,0.04,1.0,0.22,0.01,0.01,0.25,0.0,1.0,,0.3,0.8,0.3,,0.0,0.5,0.4,1,0,0,1,0
13789180800.0,13789180800.0,R_3rUnacX2qaWX5eX,1.0,canadian_citizen,32.0,,male,province_ontario,master_degree,1.0,addressing climate change without destroying our economy,,,,,,,,,,,,,,0.8,0.9,liberal_party_canada,,,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.5,0.25,0.33,0.05,0.33,0.05,0.4,0.1,,0.0,0.5,0.0,0.7,0.4,0.0,,0.4,0.0,0.4,0.5,0.8,0.2,0.0,0.3,0.0,,1,0,1,0,1
13789180800.0,13789180800.0,R_2Cj2nULdkQ91wRU,1.0,canadian_citizen,41.0,,male,province_ontario,bachelor_degree,1.0,Economic,,,,,,,,,,,,,,0.8,0.8,conservative_party_canada,,conservative_party_canada,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0.63,0.71,0.51,0.23,0.42,0.25,0.72,0.6,0.4,0.22,0.61,0.24,0.64,0.7,0.41,,0.51,0.21,0.7,0.6,0.7,0.2,0.9,0.3,0.3,,0,0,0,0,1
13789180800.0,13789180800.0,R_10oufhuOhD6xmvo,1.0,canadian_citizen,71.0,,female,province_quebec,some_university,0.667,health care,,,,,,,,,,,,,,0.6,0.7,conservative_party_canada,,conservative_party_canada,,,,,,,liberal_party_canada,,1.0,,0.333,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0.5,0.67,0.3,0.13,0.55,0.41,0.24,0.55,0.14,0.16,0.74,0.25,0.52,0.64,0.37,0.08,0.5,0.33,,0.3,0.8,0.3,0.7,0.4,0.2,0.8,0,0,0,0,1
13789180800.0,13789180800.0,R_xfKEn9uzy4vv6Zb,1.0,canadian_citizen,36.0,,male,province_quebec,completed_secondary,0.667,impot,,,,,,,,,,,,,,0.8,0.8,bloc_quebecois,,bloc_quebecois,,,,,,,conservative_party_canada,,1.0,,0.333,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.41,0.75,0.64,0.94,0.62,0.51,0.51,0.76,0.7,0.94,0.76,0.55,0.42,0.75,0.65,0.88,0.76,0.4,,0.2,0.7,0.6,0.9,0.6,0.4,0.8,0,1,0,1,1
13789180800.0,13789180800.0,R_2E7hHCWjdVgBJtl,1.0,canadian_citizen,27.0,,male,province_quebec,bachelor_degree,0.667,Le respect des decisions du gouvernement quebecois,,,,,,,,,,,,,,0.4,0.6,bloc_quebecois,,bloc_quebecois,,,,,,,,,1.0,,0.0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0.09,0.41,0.27,0.88,0.72,0.0,0.4,0.6,0.16,0.82,,0.07,,,,0.9,,0.5,0.8,0.4,0.8,0.4,0.8,0.8,1.0,,1,1,0,1,1
13789180800.0,13789180800.0,R_3gOruKE9p6wz0oA,1.0,canadian_citizen,33.0,,female,province_british_columbia,some_technical_college,1.0,Cost of living,homeless,,,,,,,,,,,,,0.7,0.9,liberal_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.92,0.21,0.09,0.0,0.75,0.19,0.92,0.07,0.12,0.09,0.63,0.07,0.9,0.19,0.18,,0.51,0.23,0.6,0.4,0.7,,,,,,1,0,0,0,1
13789180800.0,13789180800.0,R_ZBK1jh5gttvzyql,1.0,canadian_citizen,28.0,,other,province_quebec,completed_technical_college,0.667,,,,,,,,,,,,,,,0.5,0.6,,,liberal_party_canada,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.7,0.3,0.52,0.31,0.51,0.3,0.75,0.21,0.6,0.22,0.6,0.21,0.71,0.3,0.51,0.21,0.51,0.22,0.5,0.7,0.3,0.5,0.2,0.5,0.3,,1,0,0,0,0
13789180800.0,13789180800.0,R_1KoRKf76CuDc1Gd,1.0,canadian_citizen,73.0,,female,province_quebec,bachelor_degree,0.333,environmentalism,healthcare,,,,,,,,,,,,,0.6,0.8,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.333,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0.65,0.0,0.86,0.17,0.77,0.51,0.4,0.03,0.82,0.43,0.7,0.3,0.51,0.51,0.66,0.51,0.51,0.52,,0.7,0.1,0.9,0.3,0.8,0.4,0.2,0,0,1,0,0
13789180800.0,13789180800.0,R_3HOC0N6jTbmrqi2,1.0,canadian_citizen,22.0,,male,province_ontario,some_secondary,1.0,Honesty and integrity of the people in power.,,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0.0,0.92,,0.02,0.53,0.0,0.0,0.92,,0.0,,0.0,0.0,1.0,,,,0.0,,,,,,,,,0,1,1,0,1
13789180800.0,13789180800.0,R_OQnhxrir8Y8CsaR,1.0,canadian_citizen,43.0,,male,province_ontario,completed_secondary,0.333,Immigration,,,,,,,,,,,,,,0.9,1.0,conservative_party_canada,,conservative_party_canada,,,,,,,,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0.3,0.53,0.39,0.3,0.3,0.3,0.3,0.51,0.51,0.51,0.51,0.51,0.61,0.51,0.51,,0.51,0.51,,,,,,,,0.5,0,0,0,0,0
13789180800.0,13789180800.0,R_29aVkehHbdbrFAg,1.0,canadian_citizen,75.0,,male,province_ontario,completed_technical_college,0.0,,,,,,,,,,,,,,,0.8,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0.1,0.75,0.0,0.06,0.0,0.86,0.0,0.69,0.21,0.12,0.0,0.76,0.0,0.9,0.0,,0.0,0.64,,0.1,0.6,0.0,0.4,0.0,0.9,0.8,0,0,0,0,0
13789180800.0,13789180800.0,R_2PbyH8vn5qt0trP,1.0,canadian_citizen,36.0,,male,province_ontario,completed_technical_college,0.667,Economy,,,,,,,,,,,,,,0.7,0.8,new_democratic_party,,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.6,0.29,0.8,0.21,0.51,0.51,0.62,0.34,0.49,0.33,0.51,0.49,0.5,0.51,0.51,,0.49,0.51,,0.8,0.5,0.2,0.5,0.3,0.2,0.1,1,0,1,0,1
13789180800.0,13789180800.0,R_22J1A3yXo5L3uHx,1.0,canadian_citizen,32.0,,male,province_alberta,completed_secondary,0.333,,,,,,,,,,,,,,,0.7,0.8,,,conservative_party_canada,,,,,,,green_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0.08,0.72,0.07,0.14,0.69,,0.07,0.75,0.18,0.08,0.49,0.62,0.3,0.64,0.16,,0.59,0.3,,0.3,0.7,0.2,0.2,0.6,0.4,0.6,0,1,0,0,0
13789180800.0,13789180800.0,R_sKUC1wZbOlheh8J,1.0,canadian_citizen,68.0,,female,province_alberta,completed_technical_college,0.667,"Having a viable candidate which we sadly, do not",,,,,,,,,,,,,,0.7,0.7,8.0,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.72,0.72,0.0,0.3,0.51,0.0,0.71,0.6,0.01,0.01,0.62,0.1,0.51,0.51,,0.21,0.23,0.5,0.9,0.0,0.4,0.6,0.7,0.5,,0,0,0,0,0
13789180800.0,13789180800.0,R_3I5BRFrP4OvUIHo,1.0,canadian_citizen,75.0,,female,province_alberta,bachelor_degree,0.667,Climate,,,,,,,,,,,,,,0.9,1.0,green_party_canada,,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.63,0.03,0.75,0.23,0.87,0.21,0.72,0.01,1.0,0.54,0.9,0.13,0.52,0.55,0.56,,0.55,0.56,,0.3,0.2,0.3,0.6,0.3,0.6,0.4,1,0,1,0,1
13789180800.0,13789180800.0,R_3iPenPMxXVZB017,1.0,canadian_citizen,29.0,,female,province_ontario,bachelor_degree,0.333,taxes,healthcare,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,green_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.01,0.83,0.2,0.1,0.54,0.22,0.0,0.75,0.34,0.29,0.34,0.3,0.54,0.69,0.54,,0.6,0.41,,0.0,0.8,0.1,0.2,0.4,0.2,0.7,0,1,0,0,0
13789180800.0,13789180800.0,R_3yoJHqJVuBFT809,1.0,canadian_citizen,27.0,,female,province_alberta,some_technical_college,0.333,,,,,,,,,,,,,,,0.7,0.8,,,conservative_party_canada,,,,,,,,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.4,0.7,0.4,0.4,0.52,0.53,0.4,0.6,0.51,0.49,0.5,0.51,0.44,0.7,0.49,,0.5,0.51,,0.4,0.7,0.5,0.4,0.5,0.5,0.5,0,1,0,0,0
13789180800.0,13789180800.0,R_YVVB6myVyF6QRot,1.0,canadian_citizen,68.0,,male,province_manitoba,some_secondary,0.667,Healthcare and homelessness,Healthcare,,,,,,,,,,,,,0.9,0.7,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0.05,0.78,0.62,0.0,0.17,0.26,0.36,0.93,0.27,0.36,0.12,0.22,0.26,0.27,0.88,,0.72,0.64,,0.3,0.9,0.2,0.1,0.1,0.2,0.5,1,1,0,0,0
13789180800.0,13789180800.0,R_31KOELNcw9VkBW9,1.0,canadian_citizen,39.0,,female,province_alberta,completed_technical_college,0.667,,,,,,,,,,,,,,,0.0,0.0,,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.72,0.37,0.04,0.35,0.66,0.0,0.61,0.28,0.29,0.32,0.43,0.16,0.56,0.22,,0.1,,,0.0,0.9,0.0,0.0,0.2,0.0,,0,0,0,0,0
13789180800.0,13789180800.0,R_3kui71wcNOK59Fi,1.0,canadian_citizen,81.0,,female,province_ontario,some_secondary,1.0,gun conrol,,,,,,,,,,,,,,1.0,1.0,8.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.32,0.34,0.27,0.26,0.32,0.44,0.53,0.39,0.47,0.39,0.24,0.27,0.56,0.56,0.6,,0.48,0.61,,0.6,0.4,,0.3,0.7,0.6,1.0,0,0,0,0,0
13789180800.0,13789180800.0,R_2pMEy6V250iGBAl,1.0,canadian_citizen,80.0,,female,province_ontario,some_university,1.0,Education and work payments,Schooling,,,,,,,,,,,,,1.0,0.3,liberal_party_canada,peoples_party_canada,green_party_canada,,,,,,,new_democratic_party,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0.3,0.74,0.73,0.42,0.68,0.24,0.58,0.38,0.31,0.69,0.7,0.17,0.5,0.31,0.74,,0.78,0.74,,1.0,0.4,0.6,0.7,1.0,0.4,1.0,1,0,0,0,0
13789180800.0,13789180800.0,R_1mWUL0MWWKNJO8v,1.0,canadian_citizen,29.0,,male,province_saskatchewan,bachelor_degree,0.667,Better income for pensioners.,Health care,,,,,,,,,,,,,0.8,0.9,new_democratic_party,new_democratic_party,new_democratic_party,,,,,,,green_party_canada,,1.0,,0.333,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.51,0.17,0.84,0.03,0.67,0.18,0.46,0.08,0.84,0.07,0.74,0.06,0.43,0.03,0.92,,0.6,0.15,0.2,0.6,0.9,0.1,0.7,0.1,0.9,,0,0,1,0,1
13789180800.0,13789180800.0,R_1jcBElmMFjYn3kV,1.0,canadian_citizen,33.0,,female,province_alberta,some_technical_college,0.333,Mr. Trudeau's wild spending of taxpayers money.,,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.47,0.49,0.57,0.81,0.0,1.0,0.5,0.48,0.52,0.94,0.0,1.0,0.42,,0.49,0.55,0.6,0.1,1.0,0.5,0.5,0.4,0.8,,0,1,1,1,1
13789180800.0,13789180800.0,R_2D0kKGw4vmouGXE,1.0,canadian_citizen,67.0,,male,province_ontario,some_technical_college,0.667,Jobs,Jobs,,,,,,,,,,,,,0.7,0.7,liberal_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,peoples_party_canada,,0.75,,0.333,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.65,0.66,0.59,0.65,0.3,0.57,0.69,0.58,0.62,0.43,0.43,0.61,0.68,0.59,0.6,,0.66,0.71,,0.6,0.6,0.6,0.4,0.7,0.4,0.7,1,0,0,0,0
13789180800.0,13789180800.0,R_2EtuqsyQ2Ciqi6V,1.0,canadian_citizen,33.0,,female,province_ontario,completed_technical_college,,,,,,,,,,,,,,,,0.4,0.4,,,conservative_party_canada,,,,,,,,,1.0,,,,,,,,,,,,,1,0,1,0,1,1,0,0,0,0.1,0.81,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.1,0.1,0.1,0.08,0.8,0.09,,0.09,0.1,,,,,,,,,0,0,0,0,0
13789180800.0,13789180800.0,R_7TXlnst4CLQ7le1,1.0,canadian_citizen,76.0,,female,province_ontario,bachelor_degree,0.667,Gun control,,,,,,,,,,,,,,0.1,0.3,liberal_party_canada,,,,,,,,,,,0.75,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,,0.2,0.21,0.12,0.15,0.15,0.41,0.05,0.22,0.15,0.12,0.32,0.15,,,,,,,,,1.0,,,,,0,0,0,0,0
13789180800.0,13789180800.0,R_1dKYtTq7CjPR7Ch,1.0,canadian_citizen,75.0,,other,province_ontario,bachelor_degree,0.0,HUMAN RIGHTS,HUMAN RIGHTS,,,,,,,,,,,,,0.8,1.0,green_party_canada,new_democratic_party,new_democratic_party,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.6,0.0,1.0,0.3,1.0,0.3,0.65,0.0,1.0,0.4,1.0,0.31,0.74,0.0,1.0,,0.91,0.37,0.1,0.4,1.0,0.1,,0.1,,,1,0,1,0,1
13789180800.0,13789180800.0,R_3PMm3NfC4Fn5eUS,1.0,canadian_citizen,32.0,,male,province_ontario,some_technical_college,0.333,TAXES AND HONESTY BY OUR ELECTED OFFICIALS,,,,,,,,,,,,,,0.7,1.0,conservative_party_canada,,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0.3,0.83,0.69,0.01,0.62,0.01,0.3,0.85,0.6,0.0,0.6,0.4,0.62,0.61,0.3,,0.02,0.0,0.5,0.5,0.6,0.6,0.0,0.4,0.2,,0,1,0,0,1
13789180800.0,13789180800.0,R_PvMz4LNQawzqflL,1.0,canadian_citizen,66.0,,female,province_ontario,some_technical_college,0.333,Disability rights,,,,,,,,,,,,,,0.7,1.0,8.0,,,,,,,,,green_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.19,0.11,0.75,0.52,0.9,0.65,0.0,0.0,0.72,0.52,0.62,0.69,0.0,0.0,0.67,,1.0,0.72,,0.7,0.6,0.4,0.3,0.6,0.3,,0,0,0,0,0
13789180800.0,13789180800.0,R_BxHTji333EQ6tvr,1.0,canadian_citizen,35.0,,female,province_alberta,completed_elementary,0.333,,,,,,,,,,,,,,,0.4,,,,,,conservative_party_canada,,,,,,,0.5,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.87,0.18,0.07,0.26,0.24,0.0,0.89,0.01,0.23,0.0,0.3,0.0,0.79,0.41,,0.27,0.15,,0.0,0.8,0.0,0.0,0.2,0.0,,0,1,0,0,0
13789180800.0,13789180800.0,R_3373HDzV3iMsGXk,1.0,canadian_citizen,38.0,,female,province_alberta,completed_secondary,0.333,Stop the outragous spending - on things that we don't really need.,Getting our resources to tidewater.,,,,,,,,,,,,,0.9,1.0,8.0,conservative_party_canada,conservative_party_canada,,,,,,,peoples_party_canada,,1.0,,0.0,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0.02,0.76,0.08,0.03,0.0,,0.0,0.9,0.3,0.08,0.03,0.7,0.0,1.0,0.0,,0.0,0.36,0.9,0.3,0.7,0.0,0.2,0.2,0.7,,0,1,1,0,0
13789180800.0,13789180800.0,R_2D1WpRk2sNRLrPb,1.0,canadian_citizen,70.0,,female,province_alberta,completed_technical_college,0.333,Economy,,,,,,,,,,,,,,0.8,0.6,conservative_party_canada,,green_party_canada,,,,,,,conservative_party_canada,,1.0,,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.0,0.8,0.8,0.15,1.0,0.46,0.0,0.85,0.7,0.0,1.0,0.0,0.0,0.75,0.7,,0.75,,,0.4,0.7,0.2,0.3,0.3,0.2,0.3,0,1,1,0,1
13789180800.0,13789180800.0,R_2pYr65gCDvq0uN6,1.0,canadian_citizen,72.0,,male,province_british_columbia,some_technical_college,0.667,IMMIGRATION,NO,,,,,,,,,,,,,0.2,0.4,conservative_party_canada,peoples_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,0.75,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.75,0.55,0.61,0.43,0.25,0.41,1.0,0.58,0.58,0.56,0.57,0.58,0.83,0.67,0.71,,0.89,0.75,0.6,0.8,0.7,0.7,0.7,0.6,0.7,,1,0,0,0,0
13789180800.0,13789180800.0,R_UKL4CjRMNFg3tol,1.0,canadian_citizen,30.0,,female,province_ontario,bachelor_degree,0.333,Politicians sticking to their promises,,,,,,,,,,,,,,0.3,0.5,green_party_canada,,green_party_canada,,,,,,,,,1.0,,0.667,,,,,,,,,,,0,1,1,0,0,1,0,0,0,0.52,0.3,0.0,0.0,0.83,0.0,0.56,0.02,0.17,0.23,0.85,0.0,,,,,,,,,,,,,,0.5,1,0,0,0,1
13789180800.0,13789180800.0,R_3G37vRkJRGk2jLj,1.0,canadian_citizen,74.0,,male,province_quebec,master_degree,1.0,JUSTIN TRUDEAU,,,,,,,,,,,,,,0.8,0.8,bloc_quebecois,,bloc_quebecois,,,,,,,green_party_canada,,1.0,,1.0,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0.62,0.84,0.72,0.6,0.88,0.73,0.36,0.54,0.79,0.73,0.75,0.73,0.86,0.61,0.55,0.43,0.75,0.75,,0.9,0.7,0.6,0.7,0.5,0.4,0.8,0,1,0,0,0
13789180800.0,13789180800.0,R_1KpRt1TxGZOjltu,1.0,canadian_citizen,26.0,,female,province_alberta,some_university,0.667,,,,,,,,,,,,,,,0.7,0.7,,,liberal_party_canada,,,,,,,peoples_party_canada,,0.75,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.81,0.44,0.38,0.09,0.51,0.76,0.71,0.57,0.47,0.06,0.59,0.67,0.48,0.31,0.47,,0.46,0.46,,0.5,0.8,0.3,0.6,0.7,0.6,0.4,1,1,1,1,1
13789180800.0,13789180800.0,R_2dAatTT7pCKqQkA,1.0,canadian_citizen,40.0,,female,province_alberta,completed_secondary,0.667,Economic stability/instability,,,,,,,,,,,,,,0.7,1.0,liberal_party_canada,,,,,,,,,green_party_canada,,1.0,,0.333,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.83,0.51,0.66,0.1,0.66,0.1,0.81,0.3,0.66,0.5,0.75,0.3,0.82,,,,,,0.2,0.0,0.9,0.3,0.9,0.2,1.0,,1,1,1,1,1
