id_respondent,tech_date_response,tech_language_survey,op_internet_voting,behav_internet_voting_intent,op_internet_voting_confidence,op_coercion_concern,op_privacy_concern,op_fraud_concern,op_turnout_increase,op_voting_ease,op_accuracy_improvement,ses_age_group,ses_gender,ses_region
48297281143,2019-09-21,english,0.0,0.0,0.0,0.333,0.0,0.667,0.0,0.0,0.0,35-44,male,cote_nord
34175974325,2019-09-21,french,0.667,0.667,0.667,0.333,0.333,1.0,0.667,0.667,0.667,45-54,male,cote_nord
98315821822,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.0,55-64,female,nord_du_quebec
71512683538,2019-09-21,english,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.333,65+,male,cote_nord
81974564633,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,25-34,male,chaudiere_appalaches
87525068243,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,male,mauricie
95523453970,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,outaouais
74856547264,2019-09-21,english,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.333,65+,male,cote_nord
27828647432,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,chaudiere_appalaches
75795839781,2019-09-21,french,0.0,0.333,0.0,0.0,0.333,0.333,0.333,0.333,1.0,55-64,male,cote_nord
28136057228,2019-09-21,french,0.667,0.0,0.667,0.0,0.0,0.667,0.0,0.0,1.0,18-24,female,bas_saint_laurent
41180264940,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,0.333,55-64,male,centre_du_quebec
30919559651,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,estrie
12605097619,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,35-44,male,nord_du_quebec
98602444506,2019-09-21,french,0.0,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.333,55-64,male,bas_saint_laurent
33123234764,2019-09-21,french,0.667,0.667,0.667,0.0,0.667,1.0,0.0,0.0,1.0,35-44,male,capitale_nationale
12671544112,2019-09-21,french,0.0,0.0,0.333,0.333,0.333,0.667,0.0,0.0,0.333,55-64,male,capitale_nationale
27374067550,2019-09-21,french,0.0,0.0,0.333,0.333,0.0,0.667,0.0,0.0,0.333,55-64,female,bas_saint_laurent
61741136619,2019-09-21,french,1.0,1.0,0.667,0.0,0.0,1.0,0.667,0.333,1.0,55-64,female,nord_du_quebec
84700028051,2019-09-21,french,0.0,0.0,0.333,0.0,0.667,0.667,0.0,0.0,0.0,55-64,male,nord_du_quebec
51317120005,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0,35-44,male,outaouais
12412042914,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.0,45-54,male,capitale_nationale
87839391585,2019-09-21,french,0.667,0.333,0.333,0.0,0.0,1.0,0.333,0.333,0.667,18-24,non_binary,capitale_nationale
75297815249,2019-09-21,french,0.333,0.0,0.333,0.0,0.0,0.667,0.333,0.333,0.333,45-54,male,outaouais
64407336758,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.667,55-64,female,bas_saint_laurent
62263356187,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,,45-54,male,capitale_nationale
21903699590,2019-09-21,french,1.0,1.0,1.0,1.0,0.667,1.0,0.667,0.333,1.0,55-64,male,centre_du_quebec
15989025310,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,female,capitale_nationale
63363654662,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,55-64,female,capitale_nationale
92429086699,2019-09-21,french,1.0,1.0,1.0,0.0,0.667,0.667,0.667,0.667,1.0,18-24,female,mauricie
44047865726,2019-09-27,french,1.0,1.0,1.0,0.667,0.333,1.0,0.333,0.333,1.0,18-24,,laval
30427153731,2019-09-21,french,1.0,1.0,1.0,0.333,0.333,1.0,0.667,0.333,1.0,35-44,female,outaouais
57808992685,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,1.0,25-34,male,montreal
66128164610,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,35-44,male,bas_saint_laurent
80551782838,2019-09-21,french,1.0,,1.0,,0.667,1.0,0.667,0.667,1.0,45-54,male,capitale_nationale
44006525336,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,55-64,male,chaudiere_appalaches
12968494695,2019-09-21,french,0.333,0.333,0.333,0.333,0.0,0.333,0.333,0.0,0.667,65+,female,centre_du_quebec
36403237718,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.667,0.333,0.0,,35-44,female,montreal
96528351687,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,55-64,male,bas_saint_laurent
73520199304,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,nord_du_quebec
86777664534,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.667,55-64,male,chaudiere_appalaches
67141330419,2019-09-21,french,0.333,0.0,0.333,0.0,0.0,0.333,0.0,0.333,0.333,65+,male,centre_du_quebec
49051280072,2019-09-21,french,0.667,1.0,0.667,0.667,1.0,1.0,0.667,0.667,1.0,55-64,female,centre_du_quebec
33220044730,2019-09-21,english,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,female,outaouais
65004232040,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,outaouais
85023763747,2019-09-21,french,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,55-64,female,outaouais
30323477359,2019-09-21,french,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0.333,35-44,female,outaouais
97657530053,2019-09-21,french,0.333,0.333,0.0,0.667,0.333,0.333,0.0,0.333,0.333,65+,male,mauricie
82886743373,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,45-54,male,capitale_nationale
76208555408,2019-09-21,french,0.0,0.0,,0.0,0.333,0.333,0.0,0.0,0.0,35-44,female,capitale_nationale
79179163434,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.333,25-34,female,capitale_nationale
44382243700,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,capitale_nationale
24536081453,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.667,0.333,0.667,65+,male,abitibi_temiscamingue
76863591394,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.667,0.333,0.0,0.333,45-54,male,capitale_nationale
75693060762,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,65+,female,bas_saint_laurent
21253953161,2019-09-21,french,0.333,0.333,0.667,0.333,0.333,0.667,0.333,0.333,1.0,55-64,male,capitale_nationale
72952662655,2019-09-21,french,0.667,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,25-34,female,outaouais
89760031988,2019-09-21,french,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,45-54,male,chaudiere_appalaches
56479830684,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,65+,male,cote_nord
76743226604,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,65+,male,cote_nord
63609422763,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.333,45-54,female,montreal
44375253445,2019-09-21,french,0.667,0.667,0.333,0.667,0.0,1.0,0.333,0.0,0.333,55-64,female,outaouais
15984742628,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,65+,male,abitibi_temiscamingue
99573991422,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,capitale_nationale
26740193782,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,capitale_nationale
32246450620,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,outaouais
30985357166,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,55-64,male,bas_saint_laurent
53901083264,2019-09-21,french,1.0,0.667,0.333,0.0,1.0,1.0,0.333,0.667,1.0,65+,male,cote_nord
49718733327,2019-09-21,french,1.0,1.0,1.0,0.333,1.0,1.0,0.667,0.667,1.0,55-64,female,capitale_nationale
32643113788,2019-09-21,french,1.0,0.667,0.667,1.0,1.0,1.0,0.667,0.667,1.0,55-64,male,capitale_nationale
59216795467,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.333,55-64,female,outaouais
62642525881,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,55-64,female,nord_du_quebec
85165082080,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.0,45-54,male,chaudiere_appalaches
65047220547,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,55-64,female,capitale_nationale
91159217671,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.667,0.0,0.0,1.0,45-54,male,chaudiere_appalaches
62623325101,2019-09-21,french,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,45-54,female,mauricie
58495721380,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,65+,male,outaouais
26652739459,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.0,55-64,male,nord_du_quebec
24753680574,2019-09-21,french,0.333,0.333,0.333,0.0,0.333,0.333,0.0,0.0,0.333,65+,male,cote_nord
14569875265,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.333,25-34,female,montreal
95330724995,2019-09-21,french,1.0,1.0,1.0,0.667,0.667,1.0,0.667,1.0,1.0,35-44,female,outaouais
15987621371,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,chaudiere_appalaches
10383711696,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,nord_du_quebec
59158221759,2019-09-21,french,0.333,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.333,45-54,male,capitale_nationale
66499626052,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,female,capitale_nationale
24101453573,2019-09-21,french,0.667,0.667,0.667,1.0,0.333,1.0,0.0,0.0,0.667,55-64,male,nord_du_quebec
14914085780,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.333,25-34,male,montreal
76586495871,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,,25-34,male,saguenay_lac_saint_jean
80292829250,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.0,35-44,female,gaspesie_iles_de_la_madeleine
98810978858,2019-09-21,french,0.0,0.333,,0.0,0.0,0.667,0.667,0.333,,35-44,female,capitale_nationale
78407753161,2019-09-21,french,1.0,1.0,1.0,0.0,1.0,1.0,0.667,0.333,1.0,45-54,male,outaouais
55934355708,2019-09-21,french,0.333,,0.333,0.0,0.0,1.0,0.0,0.0,0.667,35-44,female,nord_du_quebec
44567981499,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,,25-34,male,montreal
87115649699,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0,45-54,female,outaouais
70777064273,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,35-44,male,cote_nord
38289499327,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,35-44,female,capitale_nationale
26999921078,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,65+,female,capitale_nationale
63487013255,2019-09-21,french,0.333,0.0,0.333,0.333,0.333,0.667,0.0,0.0,0.333,55-64,male,outaouais
96129097075,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,25-34,male,cote_nord
34450565187,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.333,0.0,0.0,1.0,55-64,male,cote_nord
67742391935,2019-09-21,french,0.333,,0.333,0.333,0.333,1.0,0.333,0.333,0.667,45-54,female,chaudiere_appalaches
69506574449,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,outaouais
66832953317,2019-09-21,french,0.667,0.333,0.667,0.0,0.0,0.667,0.0,0.0,0.667,65+,male,centre_du_quebec
96323323307,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.333,55-64,female,outaouais
45854550941,2019-09-21,english,1.0,1.0,1.0,1.0,0.667,1.0,1.0,0.667,,55-64,female,cote_nord
78392973377,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,65+,male,chaudiere_appalaches
82076622949,2019-09-21,french,0.0,0.0,0.333,0.667,0.667,1.0,0.333,0.0,1.0,65+,male,capitale_nationale
97980129580,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.667,0.0,0.0,25-34,male,cote_nord
76169427639,2019-09-21,french,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0.333,18-24,female,capitale_nationale
12660335861,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.333,18-24,male,montreal
67625611778,2019-09-21,french,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.333,45-54,male,capitale_nationale
13069396401,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,25-34,male,centre_du_quebec
68174674324,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,nord_du_quebec
66890196022,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,25-34,male,cote_nord
12617493558,2019-09-21,french,0.0,0.0,0.333,0.333,0.0,0.333,0.333,0.333,0.333,65+,male,capitale_nationale
11195085077,2019-09-21,english,0.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,0.333,65+,male,cote_nord
73599240250,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,55-64,female,capitale_nationale
69281460572,2019-09-21,french,0.667,0.667,0.667,0.0,0.333,0.667,0.667,0.667,1.0,55-64,male,nord_du_quebec
16866676993,2019-09-21,french,0.0,0.0,0.0,0.333,0.333,0.667,0.0,0.0,0.333,55-64,male,capitale_nationale
75674548572,2019-09-21,french,0.0,0.0,0.333,1.0,1.0,1.0,0.0,0.0,0.333,45-54,female,cote_nord
28156344573,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.667,0.333,0.667,0.333,55-64,male,capitale_nationale
81632186374,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,55-64,male,capitale_nationale
77758219201,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,55-64,female,capitale_nationale
30841132445,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,25-34,male,capitale_nationale
80476839457,2019-09-21,french,0.667,0.667,0.667,0.333,0.667,0.667,,0.0,0.667,55-64,male,capitale_nationale
97494974432,2019-09-21,french,0.0,0.0,0.333,0.667,0.0,0.667,0.0,0.0,0.333,55-64,male,cote_nord
55856549443,2019-09-21,french,0.667,0.667,0.667,1.0,1.0,1.0,0.333,0.333,0.667,55-64,male,chaudiere_appalaches
82232475062,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55-64,male,capitale_nationale
87638090576,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,25-34,female,capitale_nationale
87640774007,2019-09-21,french,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,45-54,male,mauricie
62165082657,2019-09-21,english,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45-54,male,cote_nord
45446147210,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,25-34,male,mauricie
12031066052,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.333,0.333,0.333,1.0,45-54,female,estrie
31778723086,2019-09-21,french,1.0,1.0,0.667,0.667,0.0,1.0,0.333,0.333,1.0,55-64,male,cote_nord
98092610097,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.667,25-34,male,capitale_nationale
78424531936,2019-09-21,french,1.0,0.667,1.0,0.0,0.0,1.0,1.0,1.0,1.0,55-64,female,outaouais
86948337989,2019-09-21,french,0.667,0.0,0.333,0.0,0.0,0.667,0.333,0.333,,35-44,female,chaudiere_appalaches
93436518359,2019-09-21,french,1.0,1.0,1.0,0.667,0.667,1.0,0.667,0.667,1.0,65+,male,bas_saint_laurent
62345897867,2019-09-21,french,1.0,1.0,1.0,0.333,0.667,1.0,0.667,1.0,1.0,35-44,,
18121715278,2019-09-21,french,0.333,0.0,0.333,0.0,0.0,0.333,0.333,0.0,0.333,25-34,male,cote_nord
58533184546,2019-09-21,french,0.667,0.667,1.0,0.333,0.333,0.667,0.333,0.333,1.0,65+,male,monteregie
46337241232,2019-09-21,french,0.0,0.333,0.333,0.333,0.667,1.0,0.333,0.0,0.667,35-44,male,cote_nord
34474363739,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,nord_du_quebec
93778618211,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,55-64,female,mauricie
26649192732,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,35-44,male,nord_du_quebec
13652118485,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,montreal
37497136204,2019-09-21,french,0.667,0.333,0.333,0.0,0.0,0.667,0.333,0.333,0.333,65+,female,capitale_nationale
59482292548,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,18-24,female,cote_nord
34079931593,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,55-64,male,chaudiere_appalaches
14597435305,2019-09-21,french,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.667,55-64,male,outaouais
14233351644,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.333,1.0,55-64,female,centre_du_quebec
19705514040,2019-09-21,french,0.0,0.0,0.0,0.333,0.667,1.0,0.333,0.333,0.333,45-54,male,capitale_nationale
41149488925,2019-09-21,french,0.333,0.333,,0.0,0.0,1.0,0.333,0.333,,55-64,female,bas_saint_laurent
27802973901,2019-09-21,french,0.0,0.0,,0.333,0.667,1.0,0.0,0.333,1.0,65+,male,bas_saint_laurent
38980341732,2019-09-21,french,0.333,0.0,0.0,0.333,0.333,0.667,0.333,0.0,0.333,55-64,male,centre_du_quebec
14659165882,2019-09-21,french,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,65+,female,outaouais
73055549079,2019-09-21,french,0.0,0.0,0.333,0.333,0.333,0.667,0.333,0.333,0.333,55-64,female,montreal
80053763390,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,18-24,male,nord_du_quebec
40402645146,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,55-64,female,outaouais
10664934636,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.0,45-54,male,montreal
92818271024,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35-44,male,outaouais
64679671812,2019-09-21,french,0.0,0.333,0.0,0.0,0.0,0.667,0.333,0.333,1.0,55-64,male,cote_nord
55615059656,2019-09-21,french,0.333,0.333,0.333,0.0,0.0,0.667,0.333,0.0,1.0,35-44,male,cote_nord
53743754818,2019-09-21,french,0.0,0.333,0.333,0.0,0.0,0.333,0.333,0.333,0.333,45-54,female,capitale_nationale
97416225201,2019-09-21,french,0.667,0.667,0.667,0.333,0.667,1.0,0.667,0.333,0.667,65+,female,montreal
61849699505,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,female,gaspesie_iles_de_la_madeleine
55698135916,2019-09-21,french,0.0,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.333,55-64,male,capitale_nationale
96280247692,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.667,65+,male,mauricie
92267389740,2019-09-21,french,1.0,0.333,0.667,1.0,1.0,1.0,0.0,0.0,1.0,65+,male,cote_nord
48108378303,2019-09-21,english,1.0,1.0,0.667,0.0,1.0,0.667,0.667,0.667,1.0,65+,female,cote_nord
44586867714,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,55-64,male,outaouais
85938350728,2019-09-21,french,0.667,0.0,0.667,0.0,0.0,0.667,0.333,0.333,1.0,25-34,male,cote_nord
26603755518,2019-09-21,english,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.333,1.0,65+,male,cote_nord
90654037624,2019-09-21,english,0.667,0.667,0.667,0.667,0.667,1.0,0.333,0.333,0.333,65+,female,outaouais
52414144568,2019-09-21,french,1.0,1.0,0.667,0.0,0.333,1.0,0.667,0.667,1.0,55-64,female,centre_du_quebec
41639641364,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,35-44,female,monteregie
47819241492,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.333,45-54,male,nord_du_quebec
85126232400,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.333,65+,male,outaouais
54635216105,2019-09-21,french,1.0,1.0,0.667,1.0,1.0,1.0,0.667,0.667,1.0,65+,female,outaouais
36219630471,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35-44,male,centre_du_quebec
10986362818,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,male,outaouais
66447510060,2019-09-21,french,0.667,1.0,1.0,0.333,0.333,1.0,0.333,0.667,1.0,45-54,male,chaudiere_appalaches
90687893515,2019-09-21,english,0.0,0.0,0.0,0.667,0.333,0.667,0.333,0.333,0.333,25-34,male,monteregie
33127254659,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,0.667,0.667,1.0,18-24,female,cote_nord
20040049686,2019-09-21,french,0.0,0.0,,0.0,0.667,0.667,0.0,0.0,,65+,male,capitale_nationale
17231967781,2019-09-21,french,0.0,0.0,0.333,0.333,0.333,0.333,0.0,0.0,0.0,55-64,male,centre_du_quebec
28197549675,2019-09-21,french,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.333,55-64,female,capitale_nationale
30444137105,2019-09-21,french,0.333,0.333,0.333,0.0,0.333,0.333,0.333,0.333,0.667,65+,male,abitibi_temiscamingue
53339528809,2019-09-21,french,0.333,0.333,0.333,0.333,0.333,0.667,0.333,0.0,0.333,55-64,female,capitale_nationale
33023431568,2019-09-21,french,1.0,0.667,0.667,1.0,1.0,1.0,1.0,1.0,1.0,35-44,male,capitale_nationale
16516899661,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45-54,male,capitale_nationale
61771322606,2019-09-21,french,0.667,0.667,0.667,0.333,0.0,1.0,0.333,0.333,,65+,female,capitale_nationale
66252814002,2019-09-21,french,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.667,1.0,65+,female,centre_du_quebec
10367993112,2019-09-21,french,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,65+,male,chaudiere_appalaches
33453790918,2019-09-21,french,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.333,25-34,male,cote_nord
26307745810,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.333,65+,male,outaouais
87803061281,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,25-34,male,outaouais
45940234519,2019-09-21,french,0.0,0.0,0.0,0.667,0.0,0.667,0.333,0.333,0.667,35-44,,montreal
72611497817,2019-09-21,french,0.667,0.667,0.667,0.0,0.667,1.0,0.667,0.333,0.667,55-64,male,outaouais
26031827381,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,55-64,female,cote_nord
90737723656,2019-09-21,french,,,,1.0,0.667,1.0,1.0,1.0,1.0,,female,centre_du_quebec
43216771283,2019-09-21,french,0.333,0.333,0.333,0.0,0.333,0.667,0.0,0.0,0.333,65+,female,capitale_nationale
19461948019,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,female,capitale_nationale
23861034049,2019-09-21,french,0.333,0.333,0.333,0.333,0.333,,0.333,0.333,0.333,45-54,male,nord_du_quebec
42951595622,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.333,25-34,female,outaouais
84880783235,2019-09-21,french,1.0,1.0,0.667,0.333,0.333,1.0,0.0,0.0,1.0,45-54,male,outaouais
77142217179,2019-09-21,french,0.0,0.0,0.333,0.0,0.667,0.667,0.0,0.0,0.333,55-64,male,capitale_nationale
46048561018,2019-09-21,french,0.0,0.0,0.333,0.0,0.333,0.667,0.0,0.0,0.0,65+,male,cote_nord
37678739737,2019-09-21,french,1.0,0.667,0.667,0.0,0.667,1.0,0.667,1.0,1.0,45-54,female,nord_du_quebec
91768812679,2019-09-21,french,0.0,0.0,0.333,0.333,0.0,0.333,0.0,0.0,0.333,35-44,male,outaouais
35560170058,2019-09-21,french,1.0,1.0,1.0,0.0,0.667,0.667,0.667,0.333,1.0,,male,monteregie
79623472205,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35-44,female,capitale_nationale
17694756169,2019-09-21,french,1.0,1.0,0.667,0.667,0.0,1.0,0.667,0.333,1.0,55-64,male,outaouais
64263471097,2019-09-21,french,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.333,55-64,male,capitale_nationale
38695817709,2019-09-21,french,1.0,1.0,1.0,0.667,0.667,1.0,0.667,0.667,1.0,25-34,female,monteregie
44650076611,2019-09-21,french,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45-54,female,capitale_nationale
34335752143,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,55-64,female,outaouais
62909111176,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,65+,female,cote_nord
19648156720,2019-09-21,french,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65+,male,mauricie
21172544408,2019-09-21,french,,,1.0,0.333,1.0,1.0,,,1.0,35-44,male,cote_nord
56431479898,2019-09-21,french,0.667,0.333,1.0,0.333,0.0,1.0,0.0,0.667,1.0,45-54,female,outaouais
