id_respondent,weight_main,ses_gender,ses_age,ses_age_category,ses_language,ses_ethnicity,ses_education,ses_income_household,ses_occupation,ses_region,ses_born_canada,ses_marital_status,ses_union_member,ses_household_size,ses_homeowner,ses_children_home,ses_religion,ses_religiosity,ses_region_administrative,tech_sample_type,ses_spouse_union_member,op_interest_politics,op_follow_campaign,op_care_election_outcome,op_satisfaction_democracy,op_trust_government,op_politics_too_complicated,behav_vote_turnout_2007,behav_vote_choice_provincial,behav_vote_choice_federal,behav_vote_certainty,behav_vote_decision_timing,behav_vote_considered_other_party,behav_campaign_interest,behav_vote_frequency,behav_contacted_by_party,behav_tried_convince_others,behav_attended_political_events,behav_political_donation,behav_signed_petition,behav_boycott_products,behav_protest_participation,behav_union_household,behav_party_identification_provincial,behav_party_identification_federal,op_rating_leader_1,op_rating_leader_2,op_rating_leader_3,op_rating_leader_4,op_rating_leader_5,op_rating_entity_1,op_rating_entity_2,op_rating_entity_3,op_rating_entity_4,op_rating_entity_5,op_rating_institution_1,op_rating_institution_2,op_sovereignty,op_referendum_vote,op_referendum_certainty,op_issue_position_1,op_issue_position_2,op_issue_position_3,op_attitude_1,op_attitude_2,op_voting_duty,op_attitude_4,op_government_responsiveness,op_mps_lose_touch,op_attitude_7,op_attitude_8,op_government_intervention,op_left_right_position,op_redistribution,op_environment_economy,op_attitude_minorities,op_immigration_level,op_attitude_13,op_attitude_14,op_attitude_15,op_attitude_16,op_attitude_17,op_issue_importance_1,op_issue_importance_2,op_issue_importance_3
916,0.3720875084400177,female,34.0,25_34,french,canadian_quebecois,college_cegep,40k_to_60k,homemaker,12,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,no_religion,0.5,,type_1,,0.67,1.0,0.67,1.0,0.67,1.0,1.0,adq,liberal,0.67,1.0,1.0,0.33,0.5,0.67,1.0,0.33,0.0,0.0,1.0,1.0,1.0,adq,conservative,0.5,0.6,0.7,0.8,0.8,0.3,0.6,0.7,0.8,0.5,0.5,0.8,1.0,1.0,0.33,0.67,0.33,0.67,0.33,0.0,1.0,0.67,0.0,0.33,1.0,0.33,0.8,0.6,,0.2,,0.6,0.8,0.8,0.6,0.8,0.6,0.83,0.67,0.67
917,1.4200392961502075,male,77.0,65_plus,french,canadian_quebecois,high_school,,employed,17,1.0,married,0.0,1_person,0.0,,catholic,0.5,monteregie,type_1,,1.0,1.0,1.0,0.33,0.0,0.67,1.0,,,0.33,1.0,0.67,,0.5,,0.33,0.67,1.0,0.0,,0.33,,plq,ndp,0.6,0.25,0.4,0.2,,0.6,0.2,0.5,,0.3,0.5,0.75,1.0,,0.0,,0.67,1.0,0.33,0.33,0.33,,0.67,,0.67,0.0,,,0.6,,,,,,,,,1.0,,1.0
918,0.9163962006568908,male,50.0,45_54,french,canadian_quebecois,college_cegep,over_150k,employed,13,1.0,divorced_separated,0.0,2_persons,1.0,children_under_18,catholic,0.5,quebec_city,type_1,,1.0,0.67,0.67,1.0,0.67,0.33,1.0,plq,conservative,0.33,0.5,0.33,0.33,0.5,0.67,0.67,0.67,1.0,,0.0,0.67,1.0,plq,green,0.8,0.5,0.7,0.4,0.8,0.8,0.5,0.7,0.3,0.7,0.8,0.7,0.0,1.0,0.0,1.0,0.0,0.33,1.0,1.0,0.67,0.0,0.0,0.67,0.67,0.33,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.67,0.67
919,1.7720612287521362,female,79.0,65_plus,other,other,high_school,under_20k,self_employed,11,0.0,single,1.0,1_person,1.0,children_under_18,catholic,0.5,montreal,type_1,,1.0,1.0,1.0,1.0,,1.0,0.0,adq,liberal,1.0,1.0,1.0,1.0,0.5,0.67,0.33,1.0,,,0.0,0.67,0.0,,,0.95,0.2,0.9,,0.85,1.0,0.0,1.0,,0.0,0.75,0.2,1.0,,0.0,0.67,0.67,0.67,0.33,1.0,0.33,0.33,0.33,0.33,0.0,0.33,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0
920,0.2219046652317047,male,54.0,45_54,french,canadian_quebecois,college_cegep,,employed,3,1.0,divorced_separated,1.0,3_4_persons,0.0,children_18_plus,,,montreal,type_1,0.0,1.0,1.0,0.67,0.67,1.0,0.67,1.0,qs,ndp,0.33,0.75,0.33,0.0,1.0,0.33,0.67,0.67,1.0,,0.0,0.67,0.0,plq,conservative,0.5,0.45,0.35,0.3,0.25,0.5,0.6,0.55,0.45,0.45,0.25,0.75,0.0,1.0,0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.33,1.0,0.8,1.0,1.0,,,1.0,0.8,1.0,1.0,1.0,1.0,,0.67
921,1.1068066358566284,male,47.0,45_54,french,canadian_quebecois,high_school,,employed,5,1.0,common_law,0.0,1_person,0.0,children_18_plus,other_christian,0.5,,type_1,,0.67,0.67,1.0,1.0,1.0,1.0,1.0,adq,liberal,1.0,1.0,1.0,0.67,0.5,0.67,0.67,0.33,0.0,0.0,0.0,0.67,1.0,adq,liberal,0.1,0.1,0.9,,0.75,0.3,0.2,0.9,0.75,,0.0,0.9,0.0,0.0,0.33,0.67,0.33,0.67,0.33,0.33,1.0,0.67,0.33,0.33,0.67,0.67,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
922,0.9346079230308532,male,58.0,55_64,french,canadian_quebecois,college_cegep,100k_to_120k,employed,4,1.0,widowed,1.0,2_persons,1.0,both,protestant,0.5,quebec_city,type_1,,1.0,1.0,1.0,1.0,0.67,0.67,1.0,plq,ndp,0.33,1.0,1.0,0.33,0.5,1.0,0.67,0.0,1.0,0.0,1.0,0.67,1.0,adq,conservative,0.25,0.5,0.75,0.4,0.0,0.35,0.5,0.5,0.3,,0.0,0.75,0.0,1.0,0.33,0.67,0.67,1.0,0.67,1.0,0.33,0.67,0.33,1.0,1.0,0.33,1.0,0.8,0.8,0.6,0.6,0.6,0.8,0.8,0.8,1.0,0.8,0.83,0.83,0.67
923,0.284705102443695,male,69.0,65_plus,french,canadian_quebecois,graduate,20k_to_40k,self_employed,3,1.0,married,0.0,3_4_persons,0.0,children_18_plus,protestant,0.0,other_regions,type_1,,1.0,1.0,0.33,1.0,0.67,0.33,1.0,pq,ndp,1.0,0.75,0.67,0.33,1.0,0.33,0.33,0.67,0.0,,0.0,0.67,0.0,pq,,0.15,0.6,0.3,0.25,0.25,0.15,0.4,0.25,0.4,0.3,0.6,0.6,0.0,1.0,0.33,0.67,0.67,0.33,0.33,0.67,1.0,0.0,0.33,0.67,0.0,0.33,,0.8,,0.2,0.4,0.4,0.8,0.8,0.4,1.0,,0.17,0.33,1.0
924,1.2432608604431152,female,54.0,45_54,french,canadian_quebecois,college_cegep,20k_to_40k,student,26,1.0,single,,3_4_persons,1.0,no_children,other_christian,0.5,monteregie,type_1,,1.0,0.67,0.67,1.0,1.0,0.67,1.0,plq,ndp,0.33,0.75,0.67,0.33,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.0,1.0,adq,green,0.0,0.0,0.8,,0.5,0.02,0.02,0.05,,,0.05,0.8,1.0,1.0,0.0,1.0,1.0,0.67,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6,0.6,0.6,0.2,0.6,0.6,0.8,0.8,0.6,0.6,0.6,1.0,0.67,0.67
925,0.3372038602828979,male,35.0,25_34,french,canadian_quebecois,college_cegep,over_150k,employed,12,1.0,divorced_separated,,2_persons,0.0,no_children,,,,type_1,,0.67,0.67,1.0,0.33,0.67,1.0,1.0,pvq,conservative,0.33,0.5,0.67,1.0,,1.0,0.67,0.0,0.0,,,0.0,1.0,,,,,,,,0.7,0.6,0.8,0.0,0.8,0.5,0.5,1.0,0.0,,0.0,0.33,0.0,0.67,,,1.0,1.0,0.0,0.33,1.0,,0.6,,0.2,,0.6,,,,0.6,,,0.0,0.67
926,1.3925409317016602,male,38.0,35_44,french,canadian_quebecois,bachelor,over_150k,employed,14,1.0,divorced_separated,1.0,3_4_persons,0.0,children_under_18,catholic,0.0,monteregie,type_1,,1.0,0.67,0.67,0.67,0.33,0.67,1.0,adq,liberal,0.0,0.75,0.67,0.33,0.5,0.67,1.0,0.33,1.0,0.0,1.0,0.67,1.0,plq,ndp,0.8,0.2,0.8,0.0,0.1,0.75,0.0,0.75,0.0,0.1,0.6,0.75,1.0,1.0,0.0,0.67,0.67,0.67,1.0,1.0,1.0,0.0,0.67,0.67,0.67,0.33,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,0.8,1.0,0.6,0.67,0.67,0.67
927,1.889244079589844,female,44.0,35_44,french,canadian_quebecois,graduate,over_150k,employed,8,1.0,widowed,1.0,5_plus_persons,0.0,children_18_plus,protestant,0.0,other_regions,type_1,,1.0,1.0,0.67,1.0,1.0,0.33,1.0,plq,ndp,0.67,0.75,0.67,0.67,1.0,0.33,0.67,0.33,0.0,0.0,0.0,0.67,1.0,pq,,0.1,0.8,0.6,0.3,0.3,0.0,0.6,0.6,,,0.8,0.8,0.0,1.0,0.67,0.67,0.67,0.33,0.67,0.67,1.0,0.33,0.67,0.67,1.0,0.0,,,0.8,0.8,,0.6,0.8,0.8,0.8,,0.6,0.67,0.67,0.67
928,1.922140955924988,male,34.0,25_34,french,canadian_quebecois,bachelor,under_20k,employed,1,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,protestant,0.5,outaouais,type_1,,0.67,1.0,0.33,1.0,0.67,0.33,1.0,qs,conservative,0.33,0.5,0.67,0.33,1.0,0.67,0.67,1.0,,,0.0,0.67,1.0,pq,bloc,0.35,0.8,0.1,0.75,0.6,0.3,0.7,0.05,0.7,0.5,0.7,0.7,0.0,1.0,0.67,1.0,0.0,0.33,0.67,0.67,1.0,0.0,0.33,1.0,1.0,0.33,,0.4,1.0,0.2,0.4,0.4,0.8,0.8,0.8,1.0,0.6,1.0,0.5,0.5
929,1.136325120925903,female,65.0,55_64,english,canadian_quebecois,college_cegep,20k_to_40k,self_employed,13,1.0,common_law,,2_persons,1.0,no_children,catholic,0.5,montreal,type_1,,1.0,1.0,0.67,1.0,1.0,0.33,1.0,plq,ndp,1.0,1.0,0.67,1.0,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.33,1.0,plq,ndp,0.6,0.22,0.8,,,0.5,0.15,0.75,,0.45,0.2,0.6,0.0,,0.0,0.67,1.0,1.0,0.33,1.0,1.0,1.0,0.67,0.67,1.0,0.0,0.6,0.6,,1.0,0.6,0.6,1.0,0.6,1.0,0.6,0.6,1.0,0.67,0.67
930,1.690662503242493,male,29.0,25_34,french,canadian_quebecois,high_school,40k_to_60k,employed,24,1.0,widowed,1.0,5_plus_persons,1.0,no_children,protestant,0.0,other_regions,type_1,,0.33,1.0,0.33,1.0,0.33,0.0,1.0,plq,ndp,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.33,1.0,1.0,1.0,0.67,1.0,pq,ndp,0.1,0.5,0.5,0.4,0.3,0.2,0.4,0.75,0.6,,0.5,0.06,0.0,1.0,0.33,1.0,1.0,0.33,0.33,0.67,1.0,0.0,1.0,0.67,0.33,0.0,1.0,0.6,0.6,0.8,0.8,0.6,0.8,0.8,0.8,0.6,0.4,0.67,0.67,0.67
931,2.218165874481201,female,72.0,65_plus,other,other,high_school,,self_employed,6,,married,0.0,1_person,1.0,no_children,catholic,1.0,montreal,type_1,,1.0,1.0,0.67,0.67,0.67,0.67,1.0,,,0.67,0.75,1.0,0.67,1.0,0.0,0.67,0.67,1.0,1.0,1.0,0.67,1.0,plq,,0.9,0.5,0.3,0.1,,0.6,0.1,0.05,0.05,0.22,0.5,0.5,1.0,,0.0,0.67,0.0,0.0,0.33,0.33,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
932,0.2219046652317047,male,50.0,45_54,french,canadian_quebecois,graduate,over_150k,employed,3,1.0,divorced_separated,1.0,3_4_persons,0.0,children_18_plus,protestant,0.5,montreal,type_1,,1.0,0.67,0.33,0.33,0.67,0.33,1.0,adq,conservative,0.33,0.75,0.33,0.33,1.0,0.33,0.33,0.67,1.0,,0.0,0.67,0.0,pq,liberal,0.5,0.8,0.4,0.25,0.25,0.4,0.7,0.4,0.3,0.3,0.5,0.75,0.0,1.0,1.0,0.67,1.0,0.0,0.33,0.67,1.0,0.0,0.67,0.67,0.67,0.33,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.83
933,4.492136955261231,male,20.0,18_24,english,canadian_quebecois,college_cegep,100k_to_120k,retired,26,1.0,divorced_separated,1.0,5_plus_persons,0.0,children_under_18,protestant,1.0,quebec_city,type_1,,1.0,1.0,0.33,0.67,1.0,0.0,1.0,plq,green,0.67,0.5,1.0,0.33,0.5,0.33,0.33,0.67,0.0,0.0,0.0,0.33,0.0,pq,,0.7,0.88,0.79,0.4,0.75,0.5,0.85,0.85,0.4,0.6,0.75,0.8,0.0,1.0,0.33,0.67,0.67,0.0,0.33,0.33,1.0,0.0,0.67,0.67,0.67,0.33,0.8,0.8,1.0,0.2,0.8,0.8,0.8,0.8,0.8,,0.8,0.83,0.83,0.83
934,0.5535573959350586,female,63.0,55_64,french,canadian_quebecois,bachelor,100k_to_120k,employed,13,1.0,widowed,1.0,5_plus_persons,0.0,no_children,,,quebec_city,type_1,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,plq,ndp,0.33,1.0,1.0,0.67,1.0,0.67,1.0,0.33,1.0,0.0,1.0,1.0,1.0,adq,conservative,0.4,0.5,0.8,0.7,0.7,0.5,0.65,0.8,0.7,,0.4,0.85,0.0,1.0,0.33,0.67,0.67,0.67,0.33,0.33,1.0,0.0,0.67,0.67,0.33,0.33,1.0,0.8,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,1.0,0.67,0.67
935,1.049834966659546,female,63.0,55_64,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,26,1.0,single,,2_persons,0.0,no_children,catholic,0.5,quebec_city,type_1,,1.0,1.0,0.33,0.67,0.67,0.0,1.0,plq,conservative,1.0,0.5,0.67,0.67,0.5,0.33,0.0,0.67,0.0,0.0,0.0,1.0,1.0,plq,ndp,0.05,0.02,0.04,0.0,0.03,0.05,0.03,0.04,0.0,0.02,0.0,0.05,0.0,1.0,0.0,0.33,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6,0.6,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.67
936,0.3228451609611511,female,68.0,65_plus,french,canadian_quebecois,graduate,over_150k,self_employed,3,1.0,common_law,1.0,3_4_persons,0.0,no_children,catholic,0.5,montreal,type_1,,1.0,0.67,0.67,0.67,0.33,0.33,1.0,adq,liberal,0.33,1.0,1.0,1.0,0.5,0.67,1.0,0.33,1.0,0.0,1.0,0.67,1.0,plq,ndp,0.5,0.1,0.3,0.2,0.2,0.6,0.3,0.4,0.5,0.3,0.5,0.5,0.0,1.0,0.0,0.67,1.0,0.0,1.0,0.33,1.0,1.0,1.0,1.0,0.67,0.0,1.0,1.0,,0.2,0.6,0.6,0.6,0.8,1.0,,0.6,1.0,0.67,0.67
937,0.8410736918449402,female,66.0,65_plus,french,canadian_quebecois,college_cegep,60k_to_80k,self_employed,13,1.0,divorced_separated,0.0,3_4_persons,0.0,no_children,catholic,0.0,quebec_city,type_1,,1.0,0.67,0.67,0.67,0.67,0.33,1.0,adq,liberal,1.0,0.75,0.67,1.0,0.5,0.67,0.67,0.33,1.0,0.0,1.0,0.67,0.0,plq,ndp,0.7,0.3,0.6,0.4,0.4,0.6,0.2,0.6,0.3,0.3,0.1,0.4,1.0,0.0,0.0,0.67,0.67,0.67,1.0,1.0,1.0,0.67,0.33,0.67,0.67,0.33,1.0,0.6,1.0,0.6,0.6,0.6,1.0,0.6,1.0,1.0,1.0,1.0,0.67,0.67
938,0.9961626529693604,female,35.0,25_34,french,canadian_quebecois,college_cegep,over_150k,employed,14,1.0,divorced_separated,1.0,3_4_persons,0.0,children_under_18,other_christian,1.0,monteregie,type_1,,1.0,1.0,0.67,1.0,0.33,0.67,1.0,plq,ndp,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.67,0.0,adq,conservative,0.0,0.7,1.0,1.0,1.0,0.0,0.07,0.08,0.05,0.07,0.5,0.6,1.0,1.0,1.0,1.0,1.0,0.33,0.33,0.67,1.0,,1.0,1.0,1.0,0.0,0.8,0.6,,0.2,,0.6,0.6,0.8,0.6,,0.6,0.67,0.67,0.67
939,0.6555481553077698,female,54.0,45_54,french,canadian_quebecois,high_school,20k_to_40k,employed,6,1.0,widowed,1.0,5_plus_persons,1.0,both,other_christian,0.5,other,type_1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,other,liberal,0.33,1.0,1.0,1.0,0.5,0.33,0.0,0.0,1.0,1.0,1.0,0.0,1.0,adq,conservative,0.0,0.5,0.75,0.4,0.4,0.0,0.5,0.75,0.4,0.4,0.5,0.3,0.0,1.0,0.0,0.67,0.67,1.0,0.67,0.33,1.0,1.0,0.67,1.0,1.0,0.33,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.17,0.67
940,0.3720875084400177,female,34.0,25_34,french,canadian_quebecois,high_school,20k_to_40k,employed,3,1.0,common_law,1.0,3_4_persons,0.0,children_18_plus,no_religion,0.5,eastern_quebec,type_1,,0.67,0.67,0.33,1.0,0.67,0.33,1.0,plq,,0.33,0.75,0.67,0.33,0.5,0.33,0.33,0.33,1.0,0.0,0.0,0.33,0.0,other,bloc,0.7,0.5,0.6,0.8,0.95,0.75,0.75,0.75,0.8,0.8,0.0,0.75,0.0,1.0,0.33,1.0,0.67,0.33,1.0,1.0,1.0,0.33,0.67,0.33,0.33,0.0,0.8,0.8,,0.2,0.2,0.6,1.0,1.0,0.2,1.0,0.8,1.0,0.83,0.67
941,0.3372038602828979,male,39.0,35_44,french,other_european,high_school,under_20k,student,3,1.0,widowed,0.0,5_plus_persons,1.0,children_under_18,catholic,0.0,montreal,type_1,,0.67,0.67,0.67,0.67,0.0,0.67,1.0,plq,conservative,0.33,0.75,0.67,0.33,0.5,0.33,0.0,0.67,0.0,,0.0,0.67,0.0,adq,liberal,0.6,0.45,0.5,0.08,0.08,0.5,0.4,0.6,0.4,0.0,0.0,0.5,0.0,1.0,0.0,0.33,1.0,0.33,0.67,0.33,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.6,0.6,0.6,0.6,1.0,0.6,0.67,0.67,0.83
942,1.4598954916000366,female,58.0,55_64,other,other,college_cegep,under_20k,employed,6,1.0,single,0.0,1_person,1.0,no_children,protestant,0.0,montreal,type_1,,1.0,1.0,1.0,1.0,0.67,0.67,1.0,plq,ndp,0.67,1.0,1.0,0.67,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,plq,conservative,0.6,0.5,0.4,0.3,,0.6,0.5,0.3,0.25,,0.25,0.6,0.0,0.0,0.33,0.67,0.0,0.33,0.33,0.0,1.0,0.33,0.33,0.67,0.67,0.33,0.8,0.8,0.8,0.2,0.8,0.6,0.8,0.8,0.8,1.0,0.8,1.0,0.83,0.67
943,1.3925409317016602,male,39.0,35_44,french,canadian_quebecois,bachelor,over_150k,employed,16,1.0,common_law,0.0,2_persons,1.0,no_children,other_christian,1.0,quebec_city,type_1,,0.0,0.67,0.67,1.0,1.0,0.0,1.0,plq,conservative,0.0,0.5,1.0,0.67,1.0,0.33,0.33,0.33,1.0,0.0,1.0,0.33,1.0,adq,liberal,0.5,0.4,0.8,0.0,0.4,0.3,0.35,0.8,0.05,0.2,0.7,0.7,0.0,1.0,0.33,0.67,0.67,0.0,0.67,0.33,1.0,0.0,1.0,1.0,0.67,0.0,0.6,0.8,1.0,0.8,0.4,0.6,1.0,0.8,0.8,0.6,0.6,0.83,0.67,0.67
944,1.1068066358566284,male,48.0,45_54,french,canadian_quebecois,high_school,100k_to_120k,employed,32,1.0,married,0.0,2_persons,1.0,both,catholic,0.5,montreal,type_1,,1.0,1.0,0.67,0.67,0.67,0.67,1.0,adq,liberal,0.67,0.75,0.67,0.0,0.5,1.0,1.0,0.33,1.0,0.0,0.0,0.67,0.0,plq,ndp,0.75,0.0,0.5,0.1,0.1,0.8,0.2,0.5,0.3,0.1,0.0,0.9,1.0,0.0,0.0,0.67,0.33,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0
945,0.212483525276184,female,56.0,55_64,french,canadian_quebecois,graduate,40k_to_60k,self_employed,3,1.0,widowed,1.0,5_plus_persons,0.0,children_18_plus,protestant,0.5,other_regions,type_1,,0.67,0.67,0.33,0.67,0.33,0.33,1.0,adq,liberal,1.0,0.75,0.33,0.33,1.0,0.33,0.67,0.67,0.0,,0.0,0.67,0.0,pq,bloc,0.4,0.9,0.3,0.8,0.5,0.45,0.8,0.3,0.85,0.75,1.0,0.6,1.0,1.0,0.33,0.67,0.33,0.0,0.33,0.67,1.0,0.0,0.0,0.67,1.0,0.0,0.8,0.8,0.8,0.2,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.5,0.5
946,0.6453179717063904,male,23.0,18_24,french,canadian_quebecois,bachelor,under_20k,employed,3,1.0,widowed,0.0,5_plus_persons,0.0,children_18_plus,other_christian,0.0,monteregie,type_1,,0.67,1.0,0.67,0.67,0.67,0.33,1.0,adq,,0.67,0.75,0.33,0.0,0.5,0.33,0.33,0.67,1.0,0.0,0.0,0.67,0.0,,,0.4,0.1,0.5,0.2,0.2,0.1,0.1,0.7,0.1,0.1,0.0,0.5,0.0,1.0,0.0,0.67,0.33,0.33,0.33,0.33,1.0,0.0,0.67,0.67,1.0,0.33,1.0,1.0,0.6,0.6,0.6,0.6,0.6,,1.0,0.6,0.6,0.17,0.67,0.67
947,1.3550678491592407,male,31.0,25_34,french,canadian_quebecois,bachelor,100k_to_120k,employed,6,1.0,divorced_separated,1.0,2_persons,0.0,children_18_plus,catholic,0.5,montreal,type_1,,1.0,0.67,0.33,0.67,0.33,0.33,1.0,plq,ndp,0.67,0.5,0.33,0.33,0.5,0.33,0.33,0.67,0.0,0.0,0.0,0.67,0.0,,,0.8,0.4,0.6,0.2,0.6,0.6,0.4,0.6,0.5,0.5,0.4,0.7,1.0,,0.0,0.67,0.67,0.33,0.33,1.0,0.33,0.33,0.67,0.67,0.67,0.67,1.0,1.0,1.0,0.2,0.6,0.6,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.67
948,1.3925409317016602,male,41.0,35_44,french,canadian_quebecois,college_cegep,40k_to_60k,employed,16,0.0,divorced_separated,1.0,5_plus_persons,1.0,children_18_plus,catholic,1.0,montreal,type_1,,1.0,1.0,0.67,1.0,0.67,1.0,1.0,plq,bloc,0.33,1.0,1.0,0.67,0.5,0.33,0.67,0.33,0.0,0.0,0.0,0.67,0.0,plq,ndp,0.8,0.3,0.6,0.0,0.6,0.7,0.5,0.6,,,0.6,0.7,0.0,1.0,0.0,0.67,0.33,0.67,0.33,1.0,0.33,0.67,0.33,0.33,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
949,0.5535573959350586,female,61.0,55_64,french,canadian_quebecois,college_cegep,,self_employed,6,1.0,single,,2_persons,1.0,no_children,,,,type_1,0.0,1.0,1.0,0.67,0.67,1.0,0.67,1.0,plq,ndp,1.0,0.75,0.67,0.67,0.5,1.0,0.67,0.0,1.0,0.0,1.0,0.33,0.0,,,0.6,0.4,0.5,0.1,,0.5,0.7,0.6,0.0,0.0,0.5,0.7,0.0,,0.0,0.67,1.0,1.0,0.33,0.33,0.33,1.0,0.0,0.67,1.0,0.0,0.8,0.6,0.6,0.8,0.6,0.8,0.8,1.0,0.6,0.8,0.6,0.83,0.67,0.83
950,1.3550678491592407,male,29.0,25_34,french,canadian_quebecois,high_school,under_20k,employed,16,1.0,divorced_separated,0.0,3_4_persons,0.0,no_children,other_christian,0.5,monteregie,type_1,,0.67,1.0,0.67,1.0,0.67,1.0,1.0,plq,conservative,1.0,0.75,1.0,0.67,1.0,0.67,0.67,0.0,1.0,0.0,0.0,0.67,1.0,pq,ndp,0.0,0.8,0.8,0.85,0.6,0.0,0.75,0.8,0.6,0.0,0.5,0.75,1.0,0.0,0.67,0.67,0.67,0.67,0.67,0.67,1.0,1.0,0.0,0.33,0.67,0.67,1.0,0.6,0.8,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.67,0.83,0.67
951,0.1873806416988372,male,58.0,55_64,french,canadian_quebecois,high_school,20k_to_40k,employed,12,1.0,common_law,0.0,2_persons,1.0,children_under_18,other_christian,0.0,quebec_city,type_1,,1.0,0.67,0.33,0.67,0.33,0.0,1.0,plq,ndp,0.33,0.5,0.67,0.33,0.5,1.0,1.0,0.0,1.0,,1.0,0.67,1.0,adq,liberal,0.8,0.0,0.6,0.0,0.0,0.9,0.2,0.8,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.67,0.33,1.0,0.33,1.0,1.0,0.0,0.67,0.67,0.67,0.67,1.0,1.0,0.6,1.0,0.6,0.6,1.0,1.0,0.8,0.6,0.6,1.0,0.67,0.67
952,1.2432608604431152,female,53.0,45_54,french,canadian_quebecois,bachelor,under_20k,student,25,1.0,widowed,0.0,5_plus_persons,1.0,no_children,protestant,0.5,,type_1,,1.0,1.0,1.0,1.0,1.0,0.67,1.0,pq,ndp,1.0,1.0,0.67,1.0,1.0,0.67,0.67,0.33,1.0,0.0,1.0,0.67,1.0,pq,green,0.4,0.75,0.4,0.4,0.5,0.3,0.75,0.3,0.35,,0.6,0.5,0.0,1.0,0.33,0.67,1.0,0.33,0.67,0.67,1.0,0.0,0.33,0.33,0.33,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.67
953,0.3823769092559814,female,37.0,35_44,french,canadian_quebecois,bachelor,20k_to_40k,employed,3,1.0,divorced_separated,1.0,5_plus_persons,0.0,no_children,other_christian,0.0,other_regions,type_1,,0.67,1.0,0.67,0.67,0.67,0.33,1.0,plq,ndp,0.33,0.75,0.67,1.0,0.5,0.33,0.33,0.67,0.0,0.0,1.0,0.67,0.0,adq,,0.4,0.4,0.6,0.3,0.3,0.5,0.4,0.7,,,0.5,0.6,0.0,1.0,0.0,0.67,0.67,0.33,0.33,0.0,1.0,,0.33,0.67,0.67,0.33,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,1.0,0.67,0.67
954,1.4598954916000366,female,58.0,55_64,other,other,high_school,under_20k,employed,6,1.0,married,0.0,1_person,1.0,no_children,catholic,0.5,montreal,type_1,,1.0,1.0,0.0,0.67,1.0,1.0,0.0,plq,conservative,1.0,0.0,0.0,1.0,0.5,1.0,0.67,0.0,1.0,0.0,1.0,0.0,0.0,,,0.8,0.5,0.7,0.4,0.6,0.8,0.4,0.75,,,0.4,1.0,0.0,,0.33,1.0,0.67,0.0,0.33,1.0,0.67,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0
